file_path,subject,session,task,run,status,runtime_sec,n_feature_rows,error_type,error_message
data/raw/ds004998/sub-0cGdk9/ses-PeriOp/meg/sub-0cGdk9_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-0cGdk9,ses-PeriOp,MoveL,1,ok,22.2627341250045,3,,
data/raw/ds004998/sub-0cGdk9/ses-PeriOp/meg/sub-0cGdk9_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-0cGdk9,ses-PeriOp,HoldL,1,ok,27.57847941700311,4,,
data/raw/ds004998/sub-2IU8mi/ses-PeriOp/meg/sub-2IU8mi_ses-PeriOp_task-HoldL_acq-MedOn_run-2_meg.fif,sub-2IU8mi,ses-PeriOp,HoldL,2,ok,2.370585790995392,1,,
data/raw/ds004998/sub-0cGdk9/ses-PeriOp/meg/sub-0cGdk9_ses-PeriOp_task-HoldL_acq-MedOn_run-1_meg.fif,sub-0cGdk9,ses-PeriOp,HoldL,1,ok,31.05283800000325,5,,
data/raw/ds004998/sub-0cGdk9/ses-PeriOp/meg/sub-0cGdk9_ses-PeriOp_task-MoveL_acq-MedOff_run-1_meg.fif,sub-0cGdk9,ses-PeriOp,MoveL,1,ok,31.103427042005933,5,,
data/raw/ds004998/sub-2IhVOz/ses-PeriOp/meg/sub-2IhVOz_ses-PeriOp_task-HoldR_acq-MedOff_run-2_meg.fif,sub-2IhVOz,ses-PeriOp,HoldR,2,ok,2.883426332991803,1,,
data/raw/ds004998/sub-2IU8mi/ses-PeriOp/meg/sub-2IU8mi_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-2IU8mi,ses-PeriOp,HoldL,1,ok,13.707053457997972,5,,
data/raw/ds004998/sub-2IhVOz/ses-PeriOp/meg/sub-2IhVOz_ses-PeriOp_task-HoldR_acq-MedOn_run-2_meg.fif,sub-2IhVOz,ses-PeriOp,HoldR,2,ok,5.789302999997744,1,,
data/raw/ds004998/sub-2IhVOz/ses-PeriOp/meg/sub-2IhVOz_ses-PeriOp_task-MoveR_acq-MedOff_run-2_meg.fif,sub-2IhVOz,ses-PeriOp,MoveR,2,ok,4.193920291989343,1,,
data/raw/ds004998/sub-2IU8mi/ses-PeriOp/meg/sub-2IU8mi_ses-PeriOp_task-MoveL_acq-MedOff_run-1_meg.fif,sub-2IU8mi,ses-PeriOp,MoveL,1,ok,11.889162250008667,5,,
data/raw/ds004998/sub-2IU8mi/ses-PeriOp/meg/sub-2IU8mi_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-2IU8mi,ses-PeriOp,MoveL,1,ok,15.796475416005705,5,,
data/raw/ds004998/sub-2IhVOz/ses-PeriOp/meg/sub-2IhVOz_ses-PeriOp_task-MoveR_acq-MedOn_run-1_meg.fif,sub-2IhVOz,ses-PeriOp,MoveR,1,ok,10.329269624999142,5,,
data/raw/ds004998/sub-AB2PeX/ses-PeriOp/meg/sub-AB2PeX_ses-PeriOp_task-MoveL_acq-MedOff_run-2_meg.fif,sub-AB2PeX,ses-PeriOp,MoveL,2,ok,4.463406166003551,3,,
data/raw/ds004998/sub-AbzsOg/ses-PeriOp/meg/sub-AbzsOg_ses-PeriOp_task-HoldL_acq-MedOff_run-2_meg.fif,sub-AbzsOg,ses-PeriOp,HoldL,2,ok,5.002701999997953,1,,
