file_path,subject,session,task,run,status,runtime_sec,n_feature_rows,error_type,error_message
data/raw/ds004998/sub-AB2PeX/ses-PeriOp/meg/sub-AB2PeX_ses-PeriOp_task-HoldL_acq-MedOn_run-1_meg.fif,sub-AB2PeX,ses-PeriOp,HoldL,1,ok,17.003461707994575,7,,
data/raw/ds004998/sub-AB2PeX/ses-PeriOp/meg/sub-AB2PeX_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-AB2PeX,ses-PeriOp,HoldL,1,ok,21.55586837499868,5,,
data/raw/ds004998/sub-AbzsOg/ses-PeriOp/meg/sub-AbzsOg_ses-PeriOp_task-HoldL_acq-MedOn_run-2_meg.fif,sub-AbzsOg,ses-PeriOp,HoldL,2,ok,5.468234208005015,3,,
data/raw/ds004998/sub-AbzsOg/ses-PeriOp/meg/sub-AbzsOg_ses-PeriOp_task-MoveL_acq-MedOff_run-2_meg.fif,sub-AbzsOg,ses-PeriOp,MoveL,2,ok,5.5725627500069095,1,,
data/raw/ds004998/sub-BYJoWR/ses-PeriOp/meg/sub-BYJoWR_ses-PeriOp_task-HoldR_acq-MedOff_run-2_meg.fif,sub-BYJoWR,ses-PeriOp,HoldR,2,ok,3.505768083006842,1,,
data/raw/ds004998/sub-AbzsOg/ses-PeriOp/meg/sub-AbzsOg_ses-PeriOp_task-MoveL_acq-MedOn_run-2_meg.fif,sub-AbzsOg,ses-PeriOp,MoveL,2,ok,9.911653790986747,2,,
data/raw/ds004998/sub-BYJoWR/ses-PeriOp/meg/sub-BYJoWR_ses-PeriOp_task-HoldR_acq-MedOn_run-2_meg.fif,sub-BYJoWR,ses-PeriOp,HoldR,2,ok,9.97792487499828,1,,
data/raw/ds004998/sub-AB2PeX/ses-PeriOp/meg/sub-AB2PeX_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-AB2PeX,ses-PeriOp,MoveL,1,ok,25.16032779100351,5,,
data/raw/ds004998/sub-FIyfdR/ses-PeriOp/meg/sub-FIyfdR_ses-PeriOp_task-MoveR_acq-MedOff_run-2_meg.fif,sub-FIyfdR,ses-PeriOp,MoveR,2,ok,1.0296047500014538,2,,
data/raw/ds004998/sub-FIyfdR/ses-PeriOp/meg/sub-FIyfdR_ses-PeriOp_task-HoldR_acq-MedOff_run-1_meg.fif,sub-FIyfdR,ses-PeriOp,HoldR,1,ok,18.266821291006636,5,,
data/raw/ds004998/sub-FIyfdR/ses-PeriOp/meg/sub-FIyfdR_ses-PeriOp_task-HoldR_acq-MedOn_run-1_meg.fif,sub-FIyfdR,ses-PeriOp,HoldR,1,ok,14.121527249997598,5,,
data/raw/ds004998/sub-FIyfdR/ses-PeriOp/meg/sub-FIyfdR_ses-PeriOp_task-MoveR_acq-MedOn_run-1_meg.fif,sub-FIyfdR,ses-PeriOp,MoveR,1,ok,11.149357707996387,5,,
data/raw/ds004998/sub-FYbcap/ses-PeriOp/meg/sub-FYbcap_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-FYbcap,ses-PeriOp,HoldL,1,ok,11.333138874993892,5,,
data/raw/ds004998/sub-PuPVlx/ses-PeriOp/meg/sub-PuPVlx_ses-PeriOp_task-HoldL_acq-MedOff_run-2_meg.fif,sub-PuPVlx,ses-PeriOp,HoldL,2,ok,3.027063375004218,1,,
data/raw/ds004998/sub-PuPVlx/ses-PeriOp/meg/sub-PuPVlx_ses-PeriOp_task-HoldL_acq-MedOn_run-2_meg.fif,sub-PuPVlx,ses-PeriOp,HoldL,2,ok,4.098081292002462,1,,
data/raw/ds004998/sub-FYbcap/ses-PeriOp/meg/sub-FYbcap_ses-PeriOp_task-HoldL_acq-MedOn_run-1_meg.fif,sub-FYbcap,ses-PeriOp,HoldL,1,ok,11.9854665830062,4,,
data/raw/ds004998/sub-FYbcap/ses-PeriOp/meg/sub-FYbcap_ses-PeriOp_task-MoveL_acq-MedOff_run-1_meg.fif,sub-FYbcap,ses-PeriOp,MoveL,1,ok,12.301701916003367,5,,
data/raw/ds004998/sub-PuPVlx/ses-PeriOp/meg/sub-PuPVlx_ses-PeriOp_task-MoveL_acq-MedOff_run-2_meg.fif,sub-PuPVlx,ses-PeriOp,MoveL,2,ok,4.886042084006476,2,,
data/raw/ds004998/sub-FYbcap/ses-PeriOp/meg/sub-FYbcap_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-FYbcap,ses-PeriOp,MoveL,1,ok,13.348784500005422,5,,
data/raw/ds004998/sub-PuPVlx/ses-PeriOp/meg/sub-PuPVlx_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-PuPVlx,ses-PeriOp,MoveL,1,ok,12.034826749993954,5,,
data/raw/ds004998/sub-QZTsn6/ses-PeriOp/meg/sub-QZTsn6_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-QZTsn6,ses-PeriOp,HoldL,1,ok,12.326741083001252,5,,
data/raw/ds004998/sub-QZTsn6/ses-PeriOp/meg/sub-QZTsn6_ses-PeriOp_task-MoveL_acq-MedOff_run-1_meg.fif,sub-QZTsn6,ses-PeriOp,MoveL,1,ok,13.092295166003169,5,,
data/raw/ds004998/sub-QZTsn6/ses-PeriOp/meg/sub-QZTsn6_ses-PeriOp_task-HoldL_acq-MedOn_run-1_meg.fif,sub-QZTsn6,ses-PeriOp,HoldL,1,ok,15.016529332991922,4,,
data/raw/ds004998/sub-QZTsn6/ses-PeriOp/meg/sub-QZTsn6_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-QZTsn6,ses-PeriOp,MoveL,1,ok,13.078614083002321,4,,
data/raw/ds004998/sub-VopvKx/ses-PeriOp/meg/sub-VopvKx_ses-PeriOp_task-HoldR_acq-MedOn_run-1_meg.fif,sub-VopvKx,ses-PeriOp,HoldR,1,ok,12.06122770899674,5,,
data/raw/ds004998/sub-VopvKx/ses-PeriOp/meg/sub-VopvKx_ses-PeriOp_task-HoldR_acq-MedOff_run-1_meg.fif,sub-VopvKx,ses-PeriOp,HoldR,1,ok,15.043010500012315,5,,
data/raw/ds004998/sub-VopvKx/ses-PeriOp/meg/sub-VopvKx_ses-PeriOp_task-MoveR_acq-MedOff_run-1_meg.fif,sub-VopvKx,ses-PeriOp,MoveR,1,ok,12.250064833002398,5,,
data/raw/ds004998/sub-dCsWjQ/ses-PeriOp/meg/sub-dCsWjQ_ses-PeriOp_task-HoldL_acq-MedOn_run-2_meg.fif,sub-dCsWjQ,ses-PeriOp,HoldL,2,ok,1.8507869589957409,1,,
data/raw/ds004998/sub-VopvKx/ses-PeriOp/meg/sub-VopvKx_ses-PeriOp_task-MoveR_acq-MedOn_run-1_meg.fif,sub-VopvKx,ses-PeriOp,MoveR,1,ok,10.223681500006933,5,,
data/raw/ds004998/sub-gNX5yb/ses-PeriOp/meg/sub-gNX5yb_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-gNX5yb,ses-PeriOp,HoldL,1,ok,10.478861290990608,1,,
data/raw/ds004998/sub-dCsWjQ/ses-PeriOp/meg/sub-dCsWjQ_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-dCsWjQ,ses-PeriOp,MoveL,1,ok,17.135047707997728,5,,
data/raw/ds004998/sub-dCsWjQ/ses-PeriOp/meg/sub-dCsWjQ_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-dCsWjQ,ses-PeriOp,HoldL,1,ok,19.786989333006204,4,,
data/raw/ds004998/sub-dCsWjQ/ses-PeriOp/meg/sub-dCsWjQ_ses-PeriOp_task-MoveL_acq-MedOff_run-1_meg.fif,sub-dCsWjQ,ses-PeriOp,MoveL,1,ok,21.55696433299454,5,,
data/raw/ds004998/sub-gNX5yb/ses-PeriOp/meg/sub-gNX5yb_ses-PeriOp_task-MoveL_acq-MedOn_run-2_meg.fif,sub-gNX5yb,ses-PeriOp,MoveL,2,ok,3.116271584003698,1,,
data/raw/ds004998/sub-gNX5yb/ses-PeriOp/meg/sub-gNX5yb_ses-PeriOp_task-MoveL_acq-MedOff_run-2_meg.fif,sub-gNX5yb,ses-PeriOp,MoveL,2,ok,9.466979624994565,4,,
data/raw/ds004998/sub-gNX5yb/ses-PeriOp/meg/sub-gNX5yb_ses-PeriOp_task-HoldL_acq-MedOn_run-1_meg.fif,sub-gNX5yb,ses-PeriOp,HoldL,1,ok,14.873217832995579,3,,
data/raw/ds004998/sub-hnetKS/ses-PeriOp/meg/sub-hnetKS_ses-PeriOp_task-HoldL_acq-MedOn_run-1_meg.fif,sub-hnetKS,ses-PeriOp,HoldL,1,ok,13.674905749998288,5,,
data/raw/ds004998/sub-hnetKS/ses-PeriOp/meg/sub-hnetKS_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-hnetKS,ses-PeriOp,HoldL,1,ok,15.559454166999785,5,,
data/raw/ds004998/sub-hnetKS/ses-PeriOp/meg/sub-hnetKS_ses-PeriOp_task-MoveL_acq-MedOff_run-1_meg.fif,sub-hnetKS,ses-PeriOp,MoveL,1,ok,10.50640679099888,5,,
data/raw/ds004998/sub-hnetKS/ses-PeriOp/meg/sub-hnetKS_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-hnetKS,ses-PeriOp,MoveL,1,ok,11.458042875005049,5,,
data/raw/ds004998/sub-i4oK0F/ses-PeriOp/meg/sub-i4oK0F_ses-PeriOp_task-HoldL_acq-MedOff_run-1_meg.fif,sub-i4oK0F,ses-PeriOp,HoldL,1,ok,9.748756208005943,5,,
data/raw/ds004998/sub-i4oK0F/ses-PeriOp/meg/sub-i4oK0F_ses-PeriOp_task-HoldL_acq-MedOn_run-1_meg.fif,sub-i4oK0F,ses-PeriOp,HoldL,1,ok,9.953313083999092,5,,
data/raw/ds004998/sub-i4oK0F/ses-PeriOp/meg/sub-i4oK0F_ses-PeriOp_task-MoveL_acq-MedOff_run-1_meg.fif,sub-i4oK0F,ses-PeriOp,MoveL,1,ok,8.856769584002905,5,,
data/raw/ds004998/sub-iDpl28/ses-PeriOp/meg/sub-iDpl28_ses-PeriOp_task-HoldR_acq-MedOff_run-2_meg.fif,sub-iDpl28,ses-PeriOp,HoldR,2,ok,2.90869104200101,3,,
data/raw/ds004998/sub-iDpl28/ses-PeriOp/meg/sub-iDpl28_ses-PeriOp_task-HoldR_acq-MedOn_run-2_meg.fif,sub-iDpl28,ses-PeriOp,HoldR,2,ok,1.7002019159990596,1,,
data/raw/ds004998/sub-i4oK0F/ses-PeriOp/meg/sub-i4oK0F_ses-PeriOp_task-MoveL_acq-MedOn_run-1_meg.fif,sub-i4oK0F,ses-PeriOp,MoveL,1,ok,8.922286667002481,4,,
data/raw/ds004998/sub-jyC0j3/ses-PeriOp/meg/sub-jyC0j3_ses-PeriOp_task-MoveR_acq-MedOff_run-1_meg.fif,sub-jyC0j3,ses-PeriOp,MoveR,1,ok,19.142446790996473,5,,
data/raw/ds004998/sub-jyC0j3/ses-PeriOp/meg/sub-jyC0j3_ses-PeriOp_task-HoldR_acq-MedOff_run-1_meg.fif,sub-jyC0j3,ses-PeriOp,HoldR,1,ok,22.200038832990685,5,,
data/raw/ds004998/sub-jyC0j3/ses-PeriOp/meg/sub-jyC0j3_ses-PeriOp_task-HoldR_acq-MedOn_run-1_meg.fif,sub-jyC0j3,ses-PeriOp,HoldR,1,ok,22.619644834005157,3,,
data/raw/ds004998/sub-oLNpHd/ses-PeriOp/meg/sub-oLNpHd_ses-PeriOp_task-HoldL_acq-MedOn_run-2_meg.fif,sub-oLNpHd,ses-PeriOp,HoldL,2,ok,2.666363958007423,1,,
data/raw/ds004998/sub-oLNpHd/ses-PeriOp/meg/sub-oLNpHd_ses-PeriOp_task-MoveL_acq-MedOn_run-2_meg.fif,sub-oLNpHd,ses-PeriOp,MoveL,2,ok,1.7884234160010237,1,,
data/raw/ds004998/sub-jyC0j3/ses-PeriOp/meg/sub-jyC0j3_ses-PeriOp_task-MoveR_acq-MedOn_run-1_split-01_meg.fif,sub-jyC0j3,ses-PeriOp,MoveR,1,ok,26.004767249993165,5,,
data/raw/ds004998/sub-oLNpHd/ses-PeriOp/meg/sub-oLNpHd_ses-PeriOp_task-MoveL_acq-MedOff_run-2_meg.fif,sub-oLNpHd,ses-PeriOp,MoveL,2,ok,7.248182291004923,3,,
data/raw/ds004998/sub-oLNpHd/ses-PeriOp/meg/sub-oLNpHd_ses-PeriOp_task-HoldL_acq-MedOff_run-2_meg.fif,sub-oLNpHd,ses-PeriOp,HoldL,2,ok,10.240519790997496,3,,
